version,sha256,path,os_name,os_arch
3.9.5,fdbe2acf318794403d72ea3dc75f34d6be023f74071072e18f9ab3c9ebb93f6c,pythons/3.9.5/ubuntu-22-04-x86_64-fdbe2acf318794403d72ea3dc75f34d6be023f74071072e18f9ab3c9ebb93f6c.tar,ubuntu 22.04,x86_64
3.9.5,03c92bec39d5ac1a1414ed55c1af7064cbf2b8dc6e5c233c67a1b96507ead887,pythons/3.9.5/ubuntu-24-04-x86_64-03c92bec39d5ac1a1414ed55c1af7064cbf2b8dc6e5c233c67a1b96507ead887.tar,ubuntu 24.04,x86_64
3.9.6,8dfec2bf31c1086132b24fae4a8657209a4fc2fc93b8a7df9a39de738850ff3f,pythons/3.9.6/ubuntu-22-04-x86_64-8dfec2bf31c1086132b24fae4a8657209a4fc2fc93b8a7df9a39de738850ff3f.tar,ubuntu 22.04,x86_64
3.9.6,28cfddf2a71c51f9c3c2fc638920b9eda51cf38e642aaf32ded7d751118f51e0,pythons/3.9.6/ubuntu-24-04-x86_64-28cfddf2a71c51f9c3c2fc638920b9eda51cf38e642aaf32ded7d751118f51e0.tar,ubuntu 24.04,x86_64
3.9.7,1a05f10c1d4f148f5a1a4619b086805e51752b8afe8196d8bbfa3386e66ed85f,pythons/3.9.7/ubuntu-22-04-x86_64-1a05f10c1d4f148f5a1a4619b086805e51752b8afe8196d8bbfa3386e66ed85f.tar,ubuntu 22.04,x86_64
3.9.7,84717b8c0368b41504885363ee5dc8f4ae4054e218a359cc48f08874947fb9f9,pythons/3.9.7/ubuntu-24-04-x86_64-84717b8c0368b41504885363ee5dc8f4ae4054e218a359cc48f08874947fb9f9.tar,ubuntu 24.04,x86_64
3.9.8,ffdc96c3bd3b7ec641e5653c7e464e9f82193b1e21bedac973923dbe2e62acf2,pythons/3.9.8/ubuntu-22-04-x86_64-ffdc96c3bd3b7ec641e5653c7e464e9f82193b1e21bedac973923dbe2e62acf2.tar,ubuntu 22.04,x86_64
3.9.8,6418311d056d74ad944ab4446c4e3ca83a876dc3dee5b98ddaab7d9c824956d5,pythons/3.9.8/ubuntu-24-04-x86_64-6418311d056d74ad944ab4446c4e3ca83a876dc3dee5b98ddaab7d9c824956d5.tar,ubuntu 24.04,x86_64
3.9.9,21ba2c6064f698102bd547c07b23ac6c2db63f9c84665d213f25f008d1dc9992,pythons/3.9.9/ubuntu-22-04-x86_64-21ba2c6064f698102bd547c07b23ac6c2db63f9c84665d213f25f008d1dc9992.tar,ubuntu 22.04,x86_64
3.9.9,9df90d816368cdb723275c703afae21efef66de44ce68bf9a681bfb9a3b17a4e,pythons/3.9.9/ubuntu-24-04-x86_64-9df90d816368cdb723275c703afae21efef66de44ce68bf9a681bfb9a3b17a4e.tar,ubuntu 24.04,x86_64
3.9.10,9796b3c504423b0f6751caab98f353d4f380b48ed70be55ea5907deb1ac134e5,pythons/3.9.10/ubuntu-22-04-x86_64-9796b3c504423b0f6751caab98f353d4f380b48ed70be55ea5907deb1ac134e5.tar,ubuntu 22.04,x86_64
3.9.10,efd71f324d8fb9959df84b943b29ab9987dea3293249aef8665195f58fa60dd3,pythons/3.9.10/ubuntu-24-04-x86_64-efd71f324d8fb9959df84b943b29ab9987dea3293249aef8665195f58fa60dd3.tar,ubuntu 24.04,x86_64
3.9.11,b0a43e6c7975ad98a91a9574014797a5aec3530dcedf5644f6ac3a07a0878fd0,pythons/3.9.11/ubuntu-22-04-x86_64-b0a43e6c7975ad98a91a9574014797a5aec3530dcedf5644f6ac3a07a0878fd0.tar,ubuntu 22.04,x86_64
3.9.11,afbcf531825bcdc13ec4e79a42704687b250cf0c895dac9b00e8ae3ac87bc222,pythons/3.9.11/ubuntu-24-04-x86_64-afbcf531825bcdc13ec4e79a42704687b250cf0c895dac9b00e8ae3ac87bc222.tar,ubuntu 24.04,x86_64
3.9.12,74935eede65c3c10b04abc477e3b1af2b6a742a6d58eece7ff989ad76e67f3a8,pythons/3.9.12/ubuntu-22-04-x86_64-74935eede65c3c10b04abc477e3b1af2b6a742a6d58eece7ff989ad76e67f3a8.tar,ubuntu 22.04,x86_64
3.9.12,2099d1cdfc1039aee5d4c9056e7b8e242e1756203bb5b7ea2943288faf970a11,pythons/3.9.12/ubuntu-24-04-x86_64-2099d1cdfc1039aee5d4c9056e7b8e242e1756203bb5b7ea2943288faf970a11.tar,ubuntu 24.04,x86_64
3.9.13,592a256d38b493b1d2e3db549978df8c04e388ad4690af40d0c311d7dda678f3,pythons/3.9.13/ubuntu-22-04-x86_64-592a256d38b493b1d2e3db549978df8c04e388ad4690af40d0c311d7dda678f3.tar,ubuntu 22.04,x86_64
3.9.13,bdc6e0d654d0021d4b4a134d9c20af05af197720dfd4e399b013557b7995aa22,pythons/3.9.13/ubuntu-24-04-x86_64-bdc6e0d654d0021d4b4a134d9c20af05af197720dfd4e399b013557b7995aa22.tar,ubuntu 24.04,x86_64
3.9.14,03067ad5130b41751963472de25c048c716cfd2ef4e557d6aae21e0572722dce,pythons/3.9.14/ubuntu-22-04-x86_64-03067ad5130b41751963472de25c048c716cfd2ef4e557d6aae21e0572722dce.tar,ubuntu 22.04,x86_64
3.9.14,d12935b0842c80de56efc3cf4dd44b261879c327a964c6af45e8ed6f2ce485c5,pythons/3.9.14/ubuntu-24-04-x86_64-d12935b0842c80de56efc3cf4dd44b261879c327a964c6af45e8ed6f2ce485c5.tar,ubuntu 24.04,x86_64
